orden_id,linea,producto_id,cantidad_unidades,precio_unitario,descuento_pct
ORD-004545,1,P-0099,9,4.19,0
ORD-000754,3,P-0030,47,2.45,8
ORD-004312,2,P-0030,2,2.37,0
ORD-004642,5,P-0029,32,2.86,0
ORD-005149,5,P-0089,40,6.81,8
ORD-001593,4,P-0112,7,6.53,10
ORD-004983,1,P-0047,20,6.69,0
ORD-001708,1,P-0040,13,6.73,0
ORD-005387,3,P-0067,23,6.28,8
ORD-001436,5,P-0008,48,3.67,0
ORD-002552,3,P-0051,35,4.54,0
ORD-004083,2,P-0064,5,6.31,5
ORD-000110,2,P-0114,43,4.07,0
ORD-001719,2,P-0073,44,5.19,0
ORD-003116,6,P-0095,44,3.88,10
ORD-003250,3,P-0075,2,0.0,0
ORD-003922,5,P-0997,20,5.81,0
ORD-004751,4,P-0107,43,5.41,0
ORD-000333,2,P-0052,38,3.59,8
ORD-001076,1,P-0100,38,5.22,0
ORD-004234,1,P-0020,38,3.41,8
ORD-002315,1,P-0080,8,4.47,0
ORD-003883,5,P-0091,29,3.4,0
ORD-001289,4,P-0108,10,2.24,15
ORD-000271,1,P-0023,10,2.44,0
ORD-004170,1,P-0112,41,6.31,0
ORD-000913,3,P-0101,44,4.84,10
ORD-001225,4,P-0008,9,3.66,0
ORD-003855,4,P-0071,16,8.94,15
ORD-001431,2,P-0055,35,4.91,0
ORD-002845,1,P-0085,43,7.65,8
ORD-005202,1,P-0070,45,1.58,0
ORD-005609,1,P-0033,29,7.61,15
ORD-003304,3,P-0050,37,4.35,15
ORD-001359,1,P-0080,39,4.65,0
ORD-001930,3,P-0101,18,4.66,0
ORD-002793,3,P-0042,18,2.5,0
ORD-001023,1,P-0077,9,3.56,8
ORD-004862,1,P-0065,9,5.89,0
ORD-003003,1,P-0052,36,3.93,0
ORD-003365,2,P-0105,31,3.98,0
ORD-000353,1,P-0070,42,1.63,10
ORD-000608,2,P-0052,14,3.84,0
ORD-000923,1,P-0091,20,3.4,0
ORD-002177,1,P-0107,32,5.3,5
ORD-000115,5,P-0066,6,2.71,0
ORD-000365,2,P-0041,14,6.85,10
ORD-001610,1,P-0085,40,7.64,10
ORD-005095,1,P-0003,35,4.76,10
ORD-004122,1,P-0026,48,8.75,0
ORD-003276,1,P-0115,4,2.71,10
ORD-000236,3,P-0092,14,6.16,0
ORD-000140,3,P-0021,45,3.68,0
ORD-005602,1,P-0044,43,1.89,15
ORD-002626,3,P-0061,6,4.96,8
ORD-003954,2,P-0106,40,4.16,8
ORD-005310,2,P-0100,27,5.09,0
ORD-000182,2,P-0025,21,3.03,0
ORD-001100,2,P-0024,12,3.12,0
ORD-002735,5,P-0087,3,3.51,0
ORD-002696,2,P-0039,33,6.59,5
ORD-004276,1,P-0025,44,3.12,5
ORD-004547,1,P-0074,40,7.07,5
ORD-002205,2,P-0041,8,6.82,0
ORD-000536,5,P-0068,3,1.47,8
ORD-002608,4,P-0107,13,0.0,0
ORD-002890,3,P-0045,6,5.8,0
ORD-000811,5,P-0096,22,5.38,0
ORD-002860,4,P-0012,43,3.07,15
ORD-001269,6,P-0095,43,4.15,15
ORD-001971,1,P-0082,42,5.1,0
ORD-002386,3,P-0085,34,7.47,0
ORD-003812,1,P-0070,13,1.5,0
ORD-000744,1,P-0086,31,6.92,0
ORD-000628,1,P-0094,20,5.64,15
ORD-004672,3,P-0114,6,4.14,0
ORD-004592,1,P-0032,45,6.28,5
ORD-001894,1,P-0039,46,6.96,0
ORD-003014,3,P-0021,47,3.56,0
ORD-004698,2,P-0055,42,4.8,8
ORD-002210,3,P-0111,14,3.9,0
ORD-000122,1,P-0106,16,4.31,15
ORD-004200,5,P-0037,45,7.36,0
ORD-001208,1,P-0031,26,3.04,0
ORD-000332,4,P-0063,33,5.03,5
ORD-002022,5,P-0067,10,6.32,15
ORD-003442,4,P-0106,2,4.44,0
ORD-002106,4,P-0022,28,1.61,5
ORD-003496,5,P-0098,46,4.58,0
ORD-000804,2,P-0002,39,8.71,5
ORD-001217,5,P-0059,7,6.63,10
ORD-004074,3,P-0042,17,2.62,8
ORD-003056,1,P-0106,40,4.09,0
ORD-005325,2,P-0042,12,2.43,15
ORD-003334,1,P-0015,-9,3.41,0
ORD-001870,2,P-0004,37,5.95,0
ORD-003867,4,P-0084,40,3.96,5
ORD-002780,4,P-0031,46,3.13,0
ORD-002542,4,P-0042,42,2.52,8
ORD-005548,1,P-0053,47,7.57,0
ORD-001849,2,P-0021,6,3.56,0
ORD-001094,2,P-0008,6,3.49,5
ORD-003259,3,P-0096,26,5.41,5
ORD-004345,2,P-0085,14,7.44,8
ORD-003208,2,P-0060,21,4.32,10
ORD-000538,4,P-0112,43,6.32,8
ORD-001005,1,P-0110,20,4.16,0
ORD-004866,1,P-0097,14,5.75,0
ORD-005043,3,P-0083,30,3.53,0
ORD-004926,5,P-0036,47,3.21,0
ORD-005637,5,P-0111,48,3.81,10
ORD-005474,1,P-0058,4,6.02,10
ORD-004410,4,P-0010,25,6.62,0
ORD-005205,2,P-0051,1,4.81,0
ORD-002187,2,P-0034,44,7.92,8
ORD-002679,4,P-0038,39,5.59,0
ORD-002579,4,P-0057,23,6.95,10
ORD-002011,2,P-0078,16,7.87,10
ORD-002290,4,P-0007,47,3.75,0
ORD-003356,3,P-0078,2,8.52,15
ORD-001284,3,P-0014,47,3.27,0
ORD-001112,3,P-0030,27,2.37,0
ORD-003768,1,P-0104,41,3.73,15
ORD-003701,1,P-0021,31,3.67,0
ORD-001789,1,P-0059,-6,6.23,15
ORD-004131,1,P-0010,13,6.09,15
ORD-002299,4,P-0115,-10,2.75,15
ORD-002814,2,P-0099,44,4.48,8
ORD-000867,5,P-0076,43,2.39,0
ORD-000725,1,P-0004,9,5.45,0
ORD-000266,2,P-0087,32,3.76,8
ORD-000249,2,P-0059,10,6.54,0
ORD-005223,4,P-0118,29,4.79,8
ORD-004961,1,P-0055,38,5.03,0
ORD-004893,3,P-0051,47,4.69,0
ORD-004174,2,P-0113,41,2.63,0
ORD-003416,5,P-0055,43,5.21,8
ORD-003573,4,P-0016,5,5.33,10
ORD-004414,6,P-0107,33,5.19,15
ORD-002523,2,P-0045,31,6.18,0
ORD-001504,4,P-0091,28,3.65,15
ORD-004240,1,P-0020,27,3.28,5
ORD-004033,1,P-0075,35,5.51,10
ORD-000061,2,P-0104,35,3.77,10
ORD-000062,4,P-0026,47,8.6,0
ORD-004838,1,P-0030,7,2.27,8
ORD-002432,6,P-0098,5,4.49,10
ORD-002588,1,P-0094,36,6.15,0
ORD-005455,3,P-0118,37,4.52,8
ORD-001462,2,P-0020,6,3.46,15
ORD-005367,2,P-0114,14,4.04,5
ORD-001472,5,P-0048,34,1.67,5
ORD-005069,1,P-0115,13,2.76,15
ORD-000970,2,P-0117,13,4.28,0
ORD-000649,4,P-0034,22,7.87,0
ORD-000886,3,P-0088,7,4.38,0
ORD-001060,1,P-0061,5,5.04,0
ORD-004394,1,P-0023,33,2.46,0
ORD-002776,5,P-0039,14,6.93,8
ORD-004100,2,P-0060,11,4.17,0
ORD-002671,3,P-0087,35,3.68,0
ORD-005356,2,P-0086,42,6.9,5
ORD-000692,1,P-0020,42,3.39,0
ORD-000905,3,P-0060,13,4.13,0
ORD-003131,5,P-0026,2,8.79,10
ORD-005534,1,P-0087,8,3.8,0
ORD-000394,2,P-0040,47,6.37,0
ORD-003541,2,P-0005,19,5.72,0
ORD-002201,4,P-0096,12,5.23,15
ORD-000961,1,P-0072,40,2.73,8
ORD-001877,1,P-0054,35,5.05,8
ORD-005622,4,P-0053,16,7.59,0
ORD-005301,2,P-0039,4,6.41,0
ORD-000610,1,P-0080,28,4.6,0
ORD-002025,1,P-0085,27,7.55,5
ORD-000675,3,P-0050,41,4.33,0
ORD-004266,2,P-0017,29,3.36,0
ORD-001656,5,P-0094,8,5.7,0
ORD-000416,5,P-0066,40,2.76,0
ORD-004150,2,P-0083,24,3.7,0
ORD-002169,1,P-0096,37,5.13,15
ORD-004999,2,P-0040,32,6.96,0
ORD-004648,1,P-0027,39,3.96,0
ORD-002277,1,P-0059,28,6.45,0
ORD-000236,6,P-0056,1,4.84,15
ORD-000414,4,P-0111,43,3.73,15
ORD-005016,1,P-0020,30,3.49,0
ORD-003562,1,P-0009,34,4.1,8
ORD-003782,2,P-0079,19,6.35,0
ORD-002552,5,P-0016,7,5.17,5
ORD-000871,2,P-0090,3,6.87,8
ORD-000966,2,P-0100,7,5.4,15
ORD-005123,1,P-0017,-4,3.33,0
ORD-002100,4,P-0110,41,4.24,8
ORD-005130,2,P-0119,2,4.43,10
ORD-002226,5,P-0008,41,3.8,10
ORD-002295,3,P-0094,-5,6.11,0
ORD-004664,3,P-0011,32,1.49,10
ORD-002548,2,P-0047,19,6.72,5
ORD-002333,1,P-0054,23,5.17,0
ORD-005160,3,P-0107,44,5.05,5
ORD-000472,2,P-0018,39,2.88,5
ORD-005189,6,P-0108,26,2.27,0
ORD-002158,3,P-0036,6,3.0,0
ORD-004123,6,P-0116,16,3.8,0
ORD-004326,4,P-0046,13,3.15,10
ORD-004835,3,P-0058,43,6.15,0
ORD-003811,2,P-0036,5,3.19,10
ORD-000353,4,P-0114,27,3.95,15
ORD-001750,1,P-0082,29,5.42,15
ORD-002714,2,P-0066,32,2.71,5
ORD-003876,3,P-0997,41,5.81,15
ORD-001057,4,P-0107,9,5.2,15
ORD-001621,1,P-0118,32,4.85,0
ORD-000808,4,P-0103,11,3.7,15
ORD-002322,2,P-0063,24,4.76,0
ORD-003038,2,P-0115,2,2.68,5
ORD-004833,2,P-0007,47,3.62,10
ORD-002926,2,P-0094,37,6.03,0
ORD-000835,2,P-0060,18,4.47,0
ORD-004735,4,P-0032,43,6.37,8
ORD-003232,1,P-0078,37,7.9,15
ORD-003623,4,P-0028,15,7.01,0
ORD-000504,4,P-0012,9,2.97,0
ORD-002657,3,P-0061,40,5.17,8
ORD-005257,2,P-0089,18,6.67,15
ORD-000806,4,P-0049,36,2.3,0
ORD-000485,2,P-0078,37,7.89,10
ORD-000405,2,P-0072,21,2.87,5
ORD-003280,5,P-0084,18,4.23,0
ORD-002810,3,P-0065,28,6.0,10
ORD-001123,4,P-0035,35,6.35,0
ORD-004516,1,P-0107,2,5.19,0
ORD-004938,4,P-0111,46,3.77,8
ORD-004755,2,P-0049,26,2.27,0
ORD-001318,1,P-0033,22,7.78,5
ORD-002811,2,P-0109,37,6.18,15
ORD-004904,5,P-0095,18,4.14,5
ORD-000281,1,P-0010,47,6.21,10
ORD-005484,3,P-0003,7,4.71,10
ORD-003190,1,P-0065,41,6.04,5
ORD-005586,1,P-0090,37,7.51,5
ORD-004306,3,P-0050,20,4.32,15
ORD-003456,5,P-0091,40,3.35,10
ORD-004091,2,P-0077,27,3.56,15
ORD-004631,3,P-0077,22,3.53,0
ORD-000326,4,P-0030,7,2.44,0
ORD-002260,6,P-0030,37,2.27,0
ORD-004640,4,P-0006,10,5.04,0
ORD-000278,1,P-0013,41,2.92,0
ORD-003495,2,P-0015,17,3.49,0
ORD-001681,3,P-0055,30,4.83,0
ORD-001665,4,P-0109,34,6.27,10
ORD-003007,5,P-0088,34,4.78,10
ORD-002867,2,P-0107,30,5.07,0
ORD-005400,1,P-0029,-11,2.73,8
ORD-002642,4,P-0013,46,2.85,8
ORD-001897,4,P-0091,17,3.65,0
ORD-000059,3,P-0087,23,3.83,0
ORD-003137,1,P-0109,15,6.38,0
ORD-005192,2,P-0105,40,3.98,15
ORD-003192,1,P-0017,5,3.47,8
ORD-004765,4,P-0047,12,6.91,0
ORD-004364,5,P-0015,28,3.23,15
ORD-002739,2,P-0005,40,6.07,0
ORD-005519,3,P-0055,32,5.2,0
ORD-000461,2,P-0118,47,4.6,8
ORD-000274,3,P-0001,33,7.24,0
ORD-000033,3,P-0070,42,1.59,0
ORD-003845,3,P-0041,44,6.32,5
ORD-001284,2,P-0113,16,2.69,15
ORD-000545,3,P-0118,14,4.71,10
ORD-000062,1,P-0085,17,7.53,0
ORD-005104,5,P-0006,17,5.07,0
ORD-000632,1,P-0064,23,5.86,0
ORD-003196,3,P-0102,40,3.42,0
ORD-001191,3,P-0055,15,4.77,8
ORD-001850,5,P-0076,11,2.29,15
ORD-000666,3,P-0054,11,4.82,0
ORD-002549,4,P-0004,34,5.43,15
ORD-002965,2,P-0066,39,2.88,5
ORD-000922,1,P-0085,40,7.26,8
ORD-003105,2,P-0006,15,5.03,10
ORD-005399,3,P-0096,6,5.16,15
ORD-000753,1,P-0102,3,3.34,0
ORD-005429,1,P-0104,2,4.07,0
ORD-001055,5,P-0038,9,5.57,15
ORD-005381,5,P-0075,39,5.84,0
ORD-002582,2,P-0047,16,6.84,0
ORD-005264,1,P-0060,48,4.43,0
ORD-001105,1,P-0038,41,5.45,10
ORD-001471,4,P-0069,11,1.5,0
ORD-003121,2,P-0058,45,6.18,0
ORD-004173,1,P-0062,5,2.39,10
ORD-001611,2,P-0077,6,3.6,15
ORD-002300,2,P-0099,29,4.32,15
ORD-004401,3,P-0003,31,4.54,15
ORD-004202,4,P-0059,42,6.61,8
ORD-002652,6,P-0050,27,4.4,0
ORD-002752,1,P-0041,30,6.5,5
ORD-005438,4,P-0015,16,3.28,0
ORD-003298,2,P-0110,25,4.32,5
ORD-004678,6,P-0099,34,4.31,15
ORD-000506,3,P-0087,39,3.5,0
ORD-003910,1,P-0079,47,6.34,0
ORD-001323,1,P-0056,31,4.78,0
ORD-005512,2,P-0056,9,4.69,0
ORD-000589,1,P-0063,15,4.89,5
ORD-005568,4,P-0082,11,5.24,0
ORD-003468,3,P-0004,4,5.73,5
ORD-003886,2,P-0106,-10,4.1,8
ORD-001186,1,P-0076,29,2.42,0
ORD-003037,1,P-0004,15,5.49,0
ORD-001515,1,P-0039,19,6.56,0
ORD-002918,4,P-0062,13,2.37,0
ORD-000792,2,P-0057,17,7.27,5
ORD-005403,5,P-0095,34,3.78,15
ORD-001432,3,P-0043,33,4.55,5
ORD-002740,4,P-0053,22,7.34,0
ORD-002217,4,P-0032,38,6.44,0
ORD-004840,2,P-0007,24,3.77,0
ORD-002530,3,P-0034,39,8.03,10
ORD-001968,1,P-0051,22,4.63,8
ORD-001944,1,P-0081,8,7.46,15
ORD-000596,1,P-0051,23,4.74,8
ORD-005462,4,P-0059,37,6.28,5
ORD-002857,2,P-0083,42,3.8,15
ORD-003144,4,P-0101,-2,4.96,0
ORD-004865,2,P-0025,38,2.87,0
ORD-004753,1,P-0045,48,6.08,5
ORD-004800,1,P-0055,33,4.9,10
ORD-004504,6,P-0003,16,4.81,8
ORD-001295,3,P-0041,7,6.78,0
ORD-003561,3,P-0112,22,6.2,0
ORD-004952,3,P-0119,37,4.45,10
ORD-000067,2,P-0040,26,6.91,5
ORD-003859,4,P-0014,28,3.32,0
ORD-000341,1,P-0081,41,7.1,5
ORD-005156,2,P-0082,18,5.39,8
ORD-002181,2,P-0118,20,4.69,0
ORD-001172,2,P-0057,1,0.0,15
ORD-001762,3,P-0038,-5,5.53,10
ORD-000488,2,P-0114,34,3.89,0
ORD-005379,1,P-0043,39,4.68,0
ORD-003850,2,P-0063,44,4.87,8
ORD-002455,5,P-0096,22,5.1,0
ORD-002670,1,P-0035,14,6.1,0
ORD-000812,1,P-0063,2,4.8,0
ORD-004339,2,P-0040,9,6.82,0
ORD-004307,4,P-0112,16,6.17,0
ORD-000670,3,P-0079,43,6.82,8
ORD-001889,6,P-0074,16,7.25,0
ORD-003684,2,P-0107,38,5.21,0
ORD-004073,6,P-0116,20,3.7,0
ORD-003583,2,P-0014,5,3.34,5
ORD-004728,2,P-0051,19,4.7,8
ORD-003521,3,P-0058,10,6.22,0
ORD-005059,4,P-0088,-10,4.77,10
ORD-000459,3,P-0012,26,3.11,0
ORD-001259,3,P-0083,3,3.62,0
ORD-003961,2,P-0113,22,2.66,15
ORD-003609,1,P-0041,8,6.64,0
ORD-005085,4,P-0042,47,2.41,5
ORD-003926,3,P-0999,29,3.06,10
ORD-000125,5,P-0096,4,5.36,0
ORD-004531,2,P-0019,30,3.6,0
ORD-001529,4,P-0097,-6,5.67,15
ORD-005222,5,P-0008,31,3.7,15
ORD-002928,1,P-0036,40,3.15,5
ORD-005310,4,P-0112,30,6.41,10
ORD-000868,1,P-0044,45,1.93,15
ORD-003779,2,P-0050,7,4.31,10
ORD-002261,1,P-0116,36,3.92,10
ORD-005425,2,P-0008,46,3.49,8
ORD-002616,2,P-0087,8,3.82,0
ORD-002769,1,P-0098,43,4.75,0
ORD-004765,6,P-0038,28,5.45,0
ORD-005148,1,P-0049,46,2.44,0
ORD-004059,2,P-0027,4,3.93,0
ORD-005240,2,P-0025,14,2.87,0
ORD-002209,3,P-0051,40,4.82,15
ORD-004398,2,P-0072,40,2.89,0
ORD-005550,5,P-0035,20,6.18,5
ORD-003755,3,P-0111,39,3.91,0
ORD-004781,1,P-0070,43,1.58,10
ORD-002662,2,P-0117,35,4.31,0
ORD-005612,2,P-0050,40,4.42,10
ORD-002673,1,P-0019,29,3.57,0
ORD-000615,1,P-0096,31,5.41,0
ORD-004989,4,P-0053,22,7.39,5
ORD-004347,5,P-0096,19,5.41,8
ORD-000439,1,P-0001,8,7.74,0
ORD-003290,3,P-0102,25,3.21,0
ORD-001762,1,P-0063,12,4.75,0
ORD-004655,5,P-0117,11,4.2,0
ORD-002550,2,P-0082,43,5.52,0
ORD-003605,1,P-0067,7,6.27,0
ORD-001368,3,P-0079,14,6.53,10
ORD-002352,2,P-0063,8,5.01,0
ORD-000380,1,P-0014,28,3.17,10
ORD-003874,2,P-0035,6,6.16,15
ORD-002531,2,P-0072,11,2.81,0
ORD-000952,3,P-0021,27,3.83,0
ORD-004243,1,P-0120,38,4.62,0
ORD-005221,1,P-0071,42,8.88,0
ORD-004731,2,P-0053,20,7.38,5
ORD-002579,1,P-0068,19,1.43,0
ORD-000089,4,P-0071,25,8.88,5
ORD-004221,3,P-0096,41,5.12,8
ORD-000139,1,P-0025,3,3.16,0
ORD-004052,2,P-0067,14,6.44,0
ORD-002252,6,P-0001,14,7.46,0
ORD-004708,1,P-0090,44,7.16,15
ORD-003437,3,P-0094,23,5.66,0
ORD-005338,2,P-0010,5,6.29,8
ORD-004826,1,P-0075,8,5.35,10
ORD-002507,1,P-0052,41,3.94,15
ORD-005304,4,P-0006,27,4.66,0
ORD-005494,2,P-0018,3,2.83,5
ORD-000261,1,P-0010,7,6.34,0
ORD-004116,3,P-0034,41,7.87,10
ORD-002452,4,P-0033,8,7.71,0
ORD-000239,2,P-0073,12,5.11,0
ORD-001145,1,P-0031,40,3.18,0
ORD-000130,1,P-0079,8,6.43,0
ORD-001121,2,P-0072,46,2.96,15
ORD-001646,3,P-0064,30,6.26,15
ORD-001650,5,P-0009,24,3.74,0
ORD-000753,3,P-0041,45,6.57,0
ORD-005014,5,P-0036,33,3.12,0
ORD-002363,6,P-0087,30,3.62,5
ORD-000030,4,P-0078,18,8.45,0
ORD-002326,5,P-0021,25,3.6,0
ORD-005321,1,P-0014,37,3.2,15
ORD-002657,6,P-0105,-10,4.17,0
ORD-005058,3,P-0061,7,0.0,0
ORD-005436,3,P-0016,4,5.25,0
ORD-000364,2,P-0029,20,2.71,0
ORD-003854,2,P-0013,14,2.82,15
ORD-002114,2,P-0028,2,7.24,0
ORD-001389,2,P-0057,6,7.17,10
ORD-002244,2,P-0027,13,3.99,10
ORD-004581,1,P-0068,46,1.44,0
ORD-001707,1,P-0075,45,5.69,0
ORD-004715,1,P-0031,3,3.06,0
ORD-001669,1,P-0106,4,4.18,5
ORD-001806,3,P-0083,6,3.47,0
ORD-002432,1,P-0070,19,1.58,8
ORD-000478,3,P-0096,41,5.43,0
ORD-003658,1,P-0011,33,1.59,0
ORD-001644,2,P-0116,30,4.04,0
ORD-005232,4,P-0040,8,6.52,0
ORD-003075,1,P-0035,41,0.0,0
ORD-001606,5,P-0019,1,3.45,10
ORD-000054,3,P-0107,32,4.99,5
ORD-002410,5,P-0085,27,7.11,0
ORD-003145,3,P-0080,21,4.33,10
ORD-004863,1,P-0038,48,5.47,8
ORD-001889,4,P-0053,24,7.54,0
ORD-005523,5,P-0065,1,5.99,15
ORD-001472,1,P-0009,32,3.83,5
ORD-001076,2,P-0084,27,4.04,0
ORD-004782,1,P-0111,7,3.7,8
ORD-005356,3,P-0047,18,6.87,0
ORD-005286,4,P-0116,12,4.05,0
ORD-004187,4,P-0036,22,0.0,10
ORD-000464,1,P-0082,21,5.41,0
ORD-003258,2,P-0048,25,0.0,10
ORD-002445,1,P-0012,39,3.22,15
ORD-004110,5,P-0010,22,6.62,0
ORD-005487,1,P-0054,1,5.2,10
ORD-005183,1,P-0043,34,4.74,15
ORD-003169,1,P-0066,26,2.91,10
ORD-002640,3,P-0066,43,2.88,15
ORD-004246,2,P-0015,35,3.24,15
ORD-003616,3,P-0069,32,0.0,8
ORD-003562,2,P-0060,7,4.46,5
ORD-005483,3,P-0022,41,1.67,8
ORD-002402,4,P-0034,43,7.82,5
ORD-005607,1,P-0108,22,2.18,15
ORD-002189,1,P-0054,32,4.79,0
ORD-002860,1,P-0069,43,1.51,10
ORD-000902,1,P-0067,48,6.45,0
ORD-004181,2,P-0058,-1,6.42,5
ORD-005143,2,P-0091,23,3.62,8
ORD-003492,1,P-0038,36,5.63,0
ORD-002547,2,P-0998,24,2.31,0
ORD-000951,5,P-0074,12,6.81,5
ORD-002514,2,P-0115,15,2.69,0
ORD-002388,5,P-0010,25,6.32,5
ORD-003962,3,P-0025,15,2.9,0
ORD-003406,2,P-0096,22,5.37,0
ORD-004884,1,P-0023,11,2.44,0
ORD-004138,1,P-0027,39,3.89,5
ORD-001763,2,P-0120,28,4.73,15
ORD-005469,2,P-0111,36,3.73,15
ORD-001240,4,P-0006,43,4.69,0
ORD-000980,2,P-0070,14,1.56,0
ORD-000031,6,P-0094,42,5.62,0
ORD-001136,2,P-0085,21,7.44,0
ORD-004402,1,P-0061,22,5.1,10
ORD-003162,3,P-0066,31,2.85,0
ORD-004072,5,P-0039,42,6.38,0
ORD-004348,3,P-0095,47,4.06,0
ORD-003710,2,P-0013,30,2.93,0
ORD-003105,6,P-0083,44,3.54,5
ORD-005549,3,P-0090,39,7.09,0
ORD-005568,2,P-0094,23,5.81,0
ORD-000603,4,P-0090,40,7.49,5
ORD-005261,2,P-0008,29,3.62,0
ORD-003363,6,P-0062,6,2.4,0
ORD-000567,4,P-0006,22,4.87,5
ORD-001451,6,P-0092,9,6.35,0
ORD-002413,1,P-0055,23,4.81,0
ORD-004570,2,P-0064,39,5.9,10
ORD-004324,2,P-0032,36,6.03,0
ORD-004112,2,P-0006,27,4.89,0
ORD-003673,4,P-0021,34,3.56,0
ORD-000854,2,P-0064,44,6.24,0
ORD-003428,2,P-0050,37,4.28,10
ORD-001561,1,P-0060,18,4.19,0
ORD-000222,3,P-0014,1,3.28,10
ORD-003264,3,P-0088,16,4.62,0
ORD-003341,6,P-0057,1,7.24,0
ORD-000886,4,P-0011,2,1.61,0
ORD-002464,1,P-0009,21,3.74,0
ORD-005261,4,P-0056,30,4.6,5
ORD-001913,6,P-0029,9,2.84,0
ORD-004342,2,P-0101,21,4.6,0
ORD-002108,2,P-0050,4,4.54,0
ORD-000288,5,P-0038,34,5.66,10
ORD-005030,3,P-0075,35,5.67,5
ORD-004668,2,P-0012,13,3.16,0
ORD-002704,1,P-0023,45,2.32,0
ORD-005127,5,P-0037,41,7.03,0
ORD-004165,1,P-0024,44,3.11,0
ORD-004782,2,P-0057,48,7.4,0
ORD-000985,3,P-0090,37,7.24,15
ORD-004765,2,P-0020,26,3.24,0
ORD-000811,1,P-0036,43,3.18,10
ORD-000947,5,P-0096,2,5.06,5
ORD-002983,1,P-0068,36,1.47,0
ORD-001777,1,P-0097,20,5.84,0
ORD-001159,4,P-0093,39,5.03,0
ORD-003721,1,P-0079,26,6.52,0
ORD-002538,1,P-0009,16,4.05,0
ORD-005430,1,P-0083,20,3.8,15
ORD-003452,3,P-0001,36,7.74,0
ORD-002603,3,P-0044,5,1.81,5
ORD-001658,4,P-0001,48,7.85,0
ORD-001141,5,P-0080,27,4.49,0
ORD-004220,3,P-0082,6,5.43,8
ORD-003357,1,P-0099,26,4.22,0
ORD-001859,3,P-0066,-4,2.83,0
ORD-004689,3,P-0099,12,4.47,10
ORD-000183,5,P-0031,14,3.08,0
ORD-003447,3,P-0105,37,4.01,0
ORD-002108,1,P-0055,20,4.95,15
ORD-000552,4,P-0026,40,8.84,10
ORD-005594,1,P-0113,20,2.61,0
ORD-001329,2,P-0114,31,3.81,0
ORD-002827,5,P-0008,32,3.54,0
ORD-002473,4,P-0059,8,6.25,15
ORD-001509,2,P-0017,20,3.48,0
ORD-001650,1,P-0049,18,2.3,8
ORD-000930,4,P-0036,25,3.04,0
ORD-003703,1,P-0050,20,4.53,15
ORD-003528,4,P-0001,41,7.39,0
ORD-002220,5,P-0071,42,8.94,0
ORD-003646,4,P-0029,1,2.65,10
ORD-000416,4,P-0079,26,6.53,0
ORD-003301,1,P-0030,34,2.34,5
ORD-004017,2,P-0096,7,5.17,8
ORD-001045,4,P-0102,26,3.17,8
ORD-005295,2,P-0078,37,8.08,15
ORD-003023,3,P-0117,28,4.38,0
ORD-005110,5,P-0009,37,4.08,10
ORD-004543,4,P-0071,10,8.61,0
ORD-002784,1,P-0020,44,3.39,5
ORD-000398,1,P-0999,44,2.93,0
ORD-000004,3,P-0019,2,3.62,0
ORD-003451,1,P-0036,36,3.26,0
ORD-002774,3,P-0015,23,3.2,0
ORD-004649,5,P-0060,46,4.21,0
ORD-003992,1,P-0039,23,6.91,0
ORD-000858,1,P-0092,1,6.23,5
ORD-005029,1,P-0111,23,3.83,0
ORD-003285,4,P-0055,44,5.22,5
ORD-004858,1,P-0071,16,8.94,0
ORD-001997,1,P-0007,44,3.71,0
ORD-003307,4,P-0006,31,5.05,8
ORD-004405,2,P-0120,36,4.75,5
ORD-000669,5,P-0004,39,5.91,0
ORD-004143,2,P-0012,23,3.07,0
ORD-004296,1,P-0109,48,6.2,0
ORD-004602,2,P-0043,2,4.67,0
ORD-003022,3,P-0045,18,6.23,0
ORD-001698,1,P-0048,37,1.59,0
ORD-000422,1,P-0094,28,5.83,5
ORD-004253,4,P-0010,12,6.05,0
ORD-004526,6,P-0034,28,8.05,5
ORD-000329,2,P-0020,3,3.45,5
ORD-001971,5,P-0007,38,3.53,0
ORD-003183,4,P-0115,40,2.63,0
ORD-005405,2,P-0064,11,5.99,10
ORD-004703,4,P-0055,14,5.15,10
ORD-004446,2,P-0019,27,3.53,0
ORD-003338,3,P-0035,21,6.17,15
ORD-002134,2,P-0084,8,4.09,0
ORD-003662,6,P-0081,10,7.34,15
ORD-002926,1,P-0102,31,3.38,5
ORD-003679,1,P-0030,31,2.32,8
ORD-005181,1,P-0013,10,2.84,10
ORD-005242,5,P-0092,22,5.99,0
ORD-004317,2,P-0102,34,3.17,5
ORD-003085,6,P-0020,31,3.42,5
ORD-003105,3,P-0020,38,3.42,0
ORD-001737,3,P-0059,34,6.33,0
ORD-005450,1,P-0054,37,4.77,0
ORD-000895,1,P-0116,47,4.0,0
ORD-003881,1,P-0115,15,2.7,0
ORD-004159,4,P-0004,31,5.76,5
ORD-002645,3,P-0024,43,3.08,10
ORD-001410,1,P-0010,29,6.06,0
ORD-002143,4,P-0091,16,3.66,10
ORD-004973,4,P-0107,12,5.26,10
ORD-000550,3,P-0082,1,5.17,0
ORD-000270,6,P-0103,3,3.39,5
ORD-004469,5,P-0068,6,1.51,15
ORD-005614,1,P-0117,5,4.31,10
ORD-004894,4,P-0045,30,6.15,8
ORD-004219,3,P-0049,38,2.32,8
ORD-000576,4,P-0021,28,3.64,5
ORD-000195,4,P-0055,45,5.13,5
